Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fzr_num_pl_aliq9_bl_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baselne_arm_1][fzr_num_pl_aliq9]'
box_pl_aliq9_bl_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baselne_arm_1][box_pl_aliq9]'
row_pl_aliq9_bl_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baselne_arm_1][row_pl_aliq9]'
column_pl_aliq9_bl_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baselne_arm_1][column_pl_aliq9]'
loc_pl_9_bl_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq9]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq9]Location - Box : [baseline_arm_1][box_pl_aliq9]Location - Row : [baseline_arm_1][row_loc_pl_aliq9]Location - Column : [baseline_arm_1][column_pl_aliq9]",,,,,,,,,,,,,@HIDDEN
pl_aliq_10_bl_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 10,text,Plasma Aliquot ID 10,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][pl_aliq_10]'
pl_aliq_10_bl_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq10_bl_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_10_bl_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq10_bl_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_pl_aliq10]'
fzr_num_pl_aliq10_bl_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_pl_aliq10]'
box_pl_aliq10_bl_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_pl_aliq10]'
row_pl_aliq10_bl_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_pl_aliq10]'
column_pl_aliq10_bl_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_pl_aliq10]'
loc_pl_10_bl_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq10]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq10]Location - Box : [baseline_arm_1][box_pl_aliq10]Location - Row : [baseline_arm_1][row_loc_pl_aliq10]Location - Column : [baseline_arm_1][column_pl_aliq10]",,,,,,,,,,,,,@HIDDEN
pl_aliq_1_v2_as,blood_plasma_post_shipping_storage," Visit 2 - Enter '0' for  'Volume Shipped' if sample is not shipped.Blood Plasma - Aliquot ID 1",text,Plasma Aliquot ID 1,,"sample ID is composed  of combination of sample type, Unique Subject Code,visit number, and cryovial number",,,,,,,,,,,@DEFAULT=' [visit_2_arm_1][pl_aliq_1]'
pl_aliq_1_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq1_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_1_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq1_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq1]'
fzr_num_pl_aliq1_v2_as,blood_plasma_post_shipping_storage,,text, Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq1]'
box_pl_aliq1_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq1]'
row_pl_aliq1_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq1]'
column_pl_aliq1_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq1]'
loc_pl_1_v2_as,blood_plasma_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq1]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq1]Location - Box : [baseline_arm_1][box_pl_aliq1]Location - Row : [baseline_arm_1][row_loc_pl_aliq1]Location - Column : [baseline_arm_1][column_pl_aliq1],,,,,,,,,,,,,@HIDDEN
pl_aliq_2_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 2,text,Plasma Aliquot ID 2,,"sample ID is composed  of combination of sample type, Unique Subject Code,visit number, and cryovial number",,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_2]'
pl_aliq_2_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq2_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_2_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq2_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq2]'
fzr_num_pl_aliq2_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq2]'
box_pl_aliq2_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq2]'
row_pl_aliq2_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq2]'
column_pl_aliq2_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq2]'
loc_pl_2_v2_as,blood_plasma_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq2]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq2]Location - Box : [baseline_arm_1][box_pl_aliq2]Location - Row : [baseline_arm_1][row_loc_pl_aliq2]Location - Column : [baseline_arm_1][column_pl_aliq2],,,,,,,,,,,,,@HIDDEN
pl_aliq_3_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 3,text,Plasma Aliquot ID 3,,"sample ID is composed  of combination of sample type, Unique Subject Code,visit number, and cryovial number",,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_3]'
pl_aliq_3_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq3_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_3_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq3_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq3]'
fzr_num_pl_aliq3_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq3]'
box_pl_aliq3_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq3]'
row_pl_aliq3_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq3]'
column_pl_aliq3_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq3]'
loc_pl_3_v2_as,blood_plasma_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq3]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq3]Location - Box : [baseline_arm_1][box_pl_aliq3]Location - Row : [baseline_arm_1][row_loc_pl_aliq3]Location - Column : [baseline_arm_1][column_pl_aliq3],,,,,,,,,,,,,@HIDDEN
pl_aliq_4_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 4 ,text,Plasma Aliquot ID 4,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_4]'
pl_aliq_4_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq4_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_4_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq4_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq4]'
fzr_num_pl_aliq4_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq4]'
box_pl_aliq4_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq4]'
row_pl_aliq4_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq4]'
column_pl_aliq4_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq4]'
loc_pl_4_v2_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq4]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq4]Location - Box : [baseline_arm_1][box_pl_aliq4]Location - Row : [baseline_arm_1][row_loc_pl_aliq4]Location - Column : [baseline_arm_1][column_pl_aliq4]",,,,,,,,,,,,,@HIDDEN
pl_aliq_5_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 5,text,Plasma Aliquot ID 5,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_5]'
pl_aliq_5_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq5_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_5_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq5_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq5]'
fzr_num_pl_aliq5_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq5]'
box_pl_aliq5_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq5]'
row_pl_aliq5_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq5]'
column_pl_aliq5_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT=[visit_2_arm_1][column_pl_aliq5]'
loc_pl_5_v2_as,blood_plasma_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq5]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq5]Location - Box : [baseline_arm_1][box_pl_aliq5]Location - Row : [baseline_arm_1][row_loc_pl_aliq5]Location - Column : [baseline_arm_1][column_pl_aliq5],,,,,,,,,,,,,@HIDDEN
pl_aliq_6_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 6,text,Plasma Aliquot ID 6,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_6]'
pl_aliq_6_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq6_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_6_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq6_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq6]'
fzr_num_pl_aliq6_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq6]'
box_pl_aliq6_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq6]'
row_pl_aliq6_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq6]'
column_pl_aliq6_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq6]'
loc_pl_6_v2_as,blood_plasma_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq6]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq6]Location - Box : [baseline_arm_1][box_pl_aliq6]Location - Row : [baseline_arm_1][row_loc_pl_aliq6]Location - Column : [baseline_arm_1][column_pl_aliq6],,,,,,,,,,,,,@HIDDEN
pl_aliq_7_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 7,text,Plasma Aliquot ID 7,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_7]'
pl_aliq_7_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq7_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_7_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq7_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq7]'
fzr_num_pl_aliq7_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq7]'
box_pl_aliq7_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq7]'
row_pl_aliq7_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq7]'
column_pl_aliq7_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq7]'
loc_pl_7_v2_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq7]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq7]Location - Box : [baseline_arm_1][box_pl_aliq7]Location - Row : [baseline_arm_1][row_loc_pl_aliq7]Location - Column : [baseline_arm_1][column_pl_aliq7]",,,,,,,,,,,,,@HIDDEN
pl_aliq_8_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 8,text,Plasma Aliquot ID 8,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_8]'
pl_aliq_8_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq8_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_8_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq8_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT= '[visit_2_arm_1][fzr_loc_pl_aliq8]'
fzr_num_pl_aliq8_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT= '[visit_2_arm_1][fzr_num_pl_aliq8]'
box_pl_aliq8_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT= '[visit_2_arm_1][box_pl_aliq8]'
row_pl_aliq8_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT= '[visit_2_arm_1][row_pl_aliq8]'
column_pl_aliq8_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT= '[visit_2_arm_1][column_pl_aliq8]'
loc_pl_8_v2_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq8]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq8]Location - Box : [baseline_arm_1][box_pl_aliq8]Location - Row : [baseline_arm_1][row_loc_pl_aliq8]Location - Column : [baseline_arm_1][column_pl_aliq8]",,,,,,,,,,,,,@HIDDEN
pl_aliq_9_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 9,text,Plasma Aliquot ID 9,,,,,,,,,,,,,@DEFAULT=' [visit_2_arm_1][pl_aliq_9]'
pl_aliq_9_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq9_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_9_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,y,,,,,
fzr_loc_pl_aliq9_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq9]'
fzr_num_pl_aliq9_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq9]'
box_pl_aliq9_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq9]'
row_pl_aliq9_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq9]'
column_pl_aliq9_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq9]'
loc_pl_9_v2_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq9]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq9]Location - Box : [baseline_arm_1][box_pl_aliq9]Location - Row : [baseline_arm_1][row_loc_pl_aliq9]Location - Column : [baseline_arm_1][column_pl_aliq9]",,,,,,,,,,,,,@HIDDEN
pl_aliq_10_v2_as,blood_plasma_post_shipping_storage,Blood Plasma - Aliquot 10,text,Plasma Aliquot ID 10,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][pl_aliq_10]'
pl_aliq_10_v2_as_thw,blood_plasma_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_pl_shpaliq10_v2_as,blood_plasma_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_pl_aliq_10_v2_as,blood_plasma_post_shipping_storage,,text,Volume (in ml),,,,,,,,,,,,,
fzr_loc_pl_aliq10_v2_as,blood_plasma_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_loc_pl_aliq10]'
fzr_num_pl_aliq10_v2_as,blood_plasma_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][fzr_num_pl_aliq10]'
box_pl_aliq10_v2_as,blood_plasma_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][box_pl_aliq10]'
row_pl_aliq10_v2_as,blood_plasma_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][row_pl_aliq10]'
column_pl_aliq10_v2_as,blood_plasma_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[visit_2_arm_1][column_pl_aliq10]'
loc_pl_10_v2_as,blood_plasma_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_pl_aliq10]Freezer Number : [baseline_arm_1][fzr_num_pl_aliq10]Location - Box : [baseline_arm_1][box_pl_aliq10]Location - Row : [baseline_arm_1][row_loc_pl_aliq10]Location - Column : [baseline_arm_1][column_pl_aliq10]",,,,,,,,,,,,,@HIDDEN
pl_rem_vial_tot_bl_as,blood_plasma_post_shipping_storage,Blood Plasma - Final Volume after Shipping,calc,Total Number of Blood Plasma Aliquots,"sum(if([vol_pl_aliq_1_bl_as]>0,1,0),if([vol_pl_aliq_2_bl_as]>0,1,0), if([vol_pl_aliq_3_bl_as]>0,1,0), if([vol_pl_aliq_4_bl_as]>0,1,0), if([vol_pl_aliq_5_bl_as]>0,1,0), if([vol_pl_aliq_6_bl_as]>0,1,0), if([vol_pl_aliq_7_bl_as]>0,1,0), if([vol_pl_aliq_8_bl_as]>0,1,0), if([vol_pl_aliq_9_bl_as]>0,1,0), if([vol_pl_aliq_10_bl_as]>0,1,0))",,,,,,,,,,,,
tot_vol_pl_aliq_bl_as,blood_plasma_post_shipping_storage,,calc,Total Volume of Blood Plasma aliquots(Baseline),"rounddown(sum([vol_pl_aliq_1_bl_as],[vol_pl_aliq_2_bl_as],[vol_pl_aliq_3_bl_as],[vol_pl_aliq_4_bl_as],[vol_pl_aliq_5_bl_as],[vol_pl_aliq_6_bl_as],[vol_pl_aliq_7_bl_as],[vol_pl_aliq_8_bl_as],[vol_pl_aliq_9_bl_as],[vol_pl_aliq_10_bl_as]),2)",ml,,,,,,,,,,,
pl_rem_vial_tot_v2_as,blood_plasma_post_shipping_storage,,calc,Total Number of Blood Plasma Aliquots,"sum(if([vol_pl_aliq_1_v2_as]>0,1,0),if([vol_pl_aliq_2_v2_as]>0,1,0), if([vol_pl_aliq_3_v2_as]>0,1,0), if([vol_pl_aliq_4_v2_as]>0,1,0), if([vol_pl_aliq_5_v2_as]>0,1,0), if([vol_pl_aliq_6_v2_as]>0,1,0), if([vol_pl_aliq_7_v2_as]>0,1,0), if([vol_pl_aliq_8_v2_as]>0,1,0), if([vol_pl_aliq_9_v2_as]>0,1,0), if([vol_pl_aliq_10_v2_as]>0,1,0))",,,,,,,,,,,,
tot_vol_pl_aliq_v2_as,blood_plasma_post_shipping_storage,,calc,Total Volume of Blood Plasma aliquots(Visit 2),"rounddown(sum([vol_pl_aliq_1_v2_as],[vol_pl_aliq_2_v2_as],[vol_pl_aliq_3_v2_as],[vol_pl_aliq_4_v2_as],[vol_pl_aliq_5_v2_as],[vol_pl_aliq_6_v2_as],[vol_pl_aliq_7_v2_as],[vol_pl_aliq_8_v2_as],[vol_pl_aliq_9_v2_as],[vol_pl_aliq_10_v2_as]),2)",ml,,,,,,,,,,,
pl_date_entered,blood_plasma_post_shipping_storage,,text,Date Entered,,,date_ymd,,,,,y,,,,,
bc_aliq_1_bl_as,buffy_coat_post_shipping_storage,"Baseline - Buffy CoatBuffy Coat Aliquot 1",text,Buffy Coat Aliquot ID 1,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_1]'
bc_aliq_1_bl_as_thw,buffy_coat_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_bc_shpaliq1_bl_as,buffy_coat_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_bc_aliq_1_bl_as,buffy_coat_post_shipping_storage,,text,Volume(in ml),,,,,,,,y,,,,,
fzr_loc_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq1]'
fzr_num_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq1]'
box_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq1]'
row_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq1]'
column_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq1]'
bc_aliq_2_bl_as,buffy_coat_post_shipping_storage,Buffy Coat - Aliquot 2,text,Buffy Coat Aliquot ID 2,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_2]'
bc_aliq_2_bl_as_thw,buffy_coat_post_shipping_storage,,text,Number of times the sample has been thawed (and refrozen),,,,,,,,,,,,,
vol_bc_shpaliq2_bl_as,buffy_coat_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,@DEFAULT ='0'
vol_bc_aliq_2_bl_as,buffy_coat_post_shipping_storage,,text,Volume(in ml),,,,,,,,y,,,,,
fzr_loc_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq2]'
fzr_num_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq2]'
box_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq2]'
